title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Star Wars: The Force Unleashed    ,X360,LucasArts  ,LucasArts  ,2.77m,1.74m,0.78m,N/A,0.26m,16th Sep 08  
Saints Row: The Third    ,X360,THQ  ,Volition Inc.  ,2.77m,1.26m,1.14m,0.07m,0.30m,15th Nov 11  
Onimusha: Warlords    ,PS2,Capcom  ,Flagship  ,2.70m,0.99m,0.48m,1.09m,0.14m,13th Mar 01  
LEGO Star Wars II: The Original Trilogy    ,PS2,LucasArts  ,Traveller's Tales  ,2.69m,1.85m,0.64m,0.01m,0.19m,12th Sep 06  
Hannah Montana    ,DS,Buena Vista  ,DC Studios  ,2.65m,1.59m,0.80m,N/A,0.26m,10th Oct 06  
Tom Clancy's Splinter Cell    ,PS2,Ubisoft  ,Ubisoft  ,2.65m,1.15m,1.11m,N/A,0.40m,08th Apr 03  
Star Wars: Shadows of the Empire    ,N64,Nintendo  ,LucasArts  ,2.65m,2.00m,0.50m,0.12m,0.03m,03rd Dec 96  
God of War Collection    ,PS3,Sony Computer Entertainment  ,Bluepoint Games  ,2.60m,1.70m,0.45m,0.06m,0.40m,17th Nov 09  
Streets of Rage    ,GEN,Sega  ,Sega  ,2.60m,1.86m,0.55m,0.11m,0.08m,31st Dec 90  
LEGO Star Wars: The Complete Saga    ,X360,LucasArts  ,Traveller's Tales  ,2.59m,1.53m,0.83m,N/A,0.24m,06th Nov 07  
Tomb Raider (2013)    ,PS3,Square Enix  ,Crystal Dynamics  ,2.51m,0.60m,1.45m,0.08m,0.38m,05th Mar 13  
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City    ,XB,Rockstar Games  ,Rockstar North  ,2.49m,1.84m,0.56m,N/A,0.09m,31st Oct 03  
Saints Row: The Third    ,PS3,THQ  ,Volition Inc.  ,2.48m,0.86m,1.06m,0.18m,0.37m,15th Nov 11  
Tomb Raider: The Last Revelation    ,PS,Eidos Interactive  ,Core Design Ltd.  ,2.48m,1.15m,1.14m,0.06m,0.13m,22nd Nov 99  
Assassin's Creed Origins    ,XOne,Ubisoft  ,Ubisoft Montreal  ,2.47m,1.34m,0.92m,N/A,0.22m,27th Oct 17  
Dying Light    ,PS4,Warner Bros. Interactive  ,Techland  ,2.45m,1.18m,0.74m,0.13m,0.40m,27th Jan 15  
New Super Luigi U    ,WiiU,Nintendo  ,Nintendo  ,2.42m,1.25m,0.75m,0.22m,0.20m,25th Aug 13  
Dino Crisis    ,PS,Capcom  ,Capcom Production Studio 4  ,2.41m,0.81m,0.76m,0.70m,0.14m,31st Aug 99  
God of War: Ascension    ,PS3,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,2.40m,1.23m,0.72m,0.04m,0.41m,12th Mar 13  
Dead Island    ,X360,Deep Silver  ,Techland  ,2.38m,1.48m,0.70m,N/A,0.21m,06th Sep 11  
The Incredibles    ,PS2,THQ  ,Heavy Iron Studios  ,2.37m,0.96m,1.08m,0.04m,0.30m,31st Oct 04  
Uncharted: The Lost Legacy    ,PS4,Sony Interactive Entertainment  ,Naughty Dog  ,2.37m,0.58m,1.38m,0.04m,0.36m,22nd Aug 17  
Lego Marvel Super Heroes    ,X360,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,2.34m,1.26m,0.87m,N/A,0.21m,22nd Oct 13  
Resident Evil - Code: Veronica X    ,PS2,Capcom  ,Capcom  ,2.34m,1.08m,0.70m,0.34m,0.21m,21st Aug 01  
Assassin's Creed IV: Black Flag    ,XOne,Ubisoft  ,Ubisoft Montreal  ,2.32m,1.51m,0.59m,N/A,0.22m,22nd Nov 13  
Grand Theft Auto    ,PS,Take-Two Interactive  ,DMA Design  ,2.32m,0.79m,1.35m,0.04m,0.14m,30th Jun 98  
LEGO Star Wars: The Complete Saga    ,PS3,LucasArts  ,Traveller's Tales  ,2.31m,1.02m,0.93m,N/A,0.36m,06th Nov 07  
Dead Island    ,PS3,Deep Silver  ,Techland  ,2.29m,1.08m,0.74m,0.15m,0.32m,06th Sep 11  
Teenage Mutant Ninja Turtles II: The Arcade Game    ,NES,Ultra Games  ,Konami  ,2.23m,1.74m,0.25m,0.21m,0.03m,01st Dec 90  
Star Wars: The Force Unleashed    ,PS3,LucasArts  ,LucasArts  ,2.22m,1.01m,0.86m,N/A,0.35m,16th Sep 08  
Devil May Cry 3: Dante's Awakening Special Edition    ,PS2,Capcom  ,Capcom  ,2.21m,1.06m,0.82m,0.05m,0.28m,24th Jan 06  
Frogger    ,2600,Parker Bros.  ,Konami  ,2.20m,2.06m,0.12m,N/A,0.02m,01st Jan 82  
Saints Row    ,X360,THQ  ,Volition Inc.  ,2.18m,1.17m,0.77m,0.02m,0.22m,29th Aug 06  
Final Fantasy Tactics Advance    ,GBA,Nintendo  ,Square Enix  ,2.13m,0.82m,0.37m,0.89m,0.05m,08th Sep 03  
Dynasty Warriors 4    ,PS2,KOEI  ,Omega Force  ,2.11m,0.63m,0.21m,1.13m,0.13m,25th Mar 03  
Devil May Cry 3: Dante's Awakening    ,PS2,Capcom  ,Capcom  ,2.09m,0.99m,0.63m,0.29m,0.19m,01st Mar 05  
Finding Nemo    ,PS2,THQ  ,Traveller's Tales  ,2.09m,1.26m,0.60m,0.05m,0.18m,09th May 03  
Dead Rising    ,X360,Capcom  ,Capcom Production Studio 1  ,2.09m,1.16m,0.65m,0.08m,0.20m,08th Aug 06  
Metal Gear Solid: Peace Walker    ,PSP,Konami  ,Kojima Productions  ,2.08m,0.46m,0.42m,0.96m,0.25m,08th Jun 10  
The Incredibles    ,GBA,THQ  ,Helixe  ,2.06m,1.15m,0.77m,0.04m,0.10m,31st Oct 04  
Hitman: Absolution    ,PS3,Square Enix  ,IO Interactive  ,2.06m,0.59m,1.08m,0.07m,0.32m,20th Nov 12  
Toy Story 3: The Video Game    ,DS,Disney Interactive Studios  ,Avalanche Software  ,2.06m,0.89m,0.95m,0.02m,0.21m,15th Jun 10  
Tom Clancy's Splinter Cell: Conviction    ,X360,Ubisoft  ,Ubisoft Montreal  ,2.06m,1.20m,0.62m,0.04m,0.19m,13th Apr 10  
Middle-Earth: Shadow of War    ,PS4,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,2.04m,0.82m,0.84m,0.06m,0.33m,10th Oct 17  
Peter Jackson's King Kong: The Official Game of the Movie    ,PS2,Ubisoft  ,Ubisoft Montpellier  ,2.04m,0.71m,1.02m,N/A,0.31m,21st Nov 05  
Tenchu: Stealth Assassins    ,PS,Activision  ,Acquire  ,1.99m,0.95m,0.64m,0.27m,0.13m,31st Aug 98  
Resident Evil 6    ,X360,Capcom  ,Capcom  ,1.97m,1.12m,0.61m,0.07m,0.16m,02nd Oct 12  
Devil May Cry 2    ,PS2,Capcom  ,Capcom  ,1.97m,0.71m,0.58m,0.51m,0.17m,25th Jan 03  
E.T.: The Extra Terrestrial    ,2600,Atari  ,Atari  ,1.97m,1.84m,0.11m,N/A,0.02m,01st Jan 82  
Dishonored 2    ,PS4,Bethesda Softworks  ,Arkane Studios  ,1.97m,0.62m,1.02m,0.01m,0.31m,10th Nov 16  
Lego Marvel Super Heroes    ,PS3,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,1.96m,0.77m,0.85m,0.01m,0.32m,22nd Oct 13  
Grand Theft Auto: San Andreas    ,XB,Rockstar Games  ,Rockstar North  ,1.95m,1.26m,0.61m,N/A,0.09m,07th Jun 05  
Lego Marvel Super Heroes    ,PS4,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,1.91m,0.59m,1.00m,0.01m,0.30m,15th Nov 13  
Tomb Raider (2013)    ,X360,Square Enix  ,Crystal Dynamics  ,1.90m,0.86m,0.87m,0.01m,0.16m,05th Mar 13  
inFAMOUS 2    ,PS3,Sony Computer Entertainment  ,Sucker Punch Productions  ,1.87m,1.05m,0.48m,0.08m,0.26m,07th Jun 11  
Dynasty Warriors 3    ,PS2,KOEI  ,Omega Force  ,1.87m,0.53m,0.16m,1.07m,0.10m,26th Nov 01  
Star Wars: The Force Unleashed    ,Wii,LucasArts  ,Krome Studios  ,1.86m,1.11m,0.56m,0.00m,0.19m,16th Sep 08  
The Evil Within    ,PS4,Bethesda Softworks  ,Tango Gameworks  ,1.86m,0.56m,0.90m,0.11m,0.28m,14th Oct 14  
Phineas and Ferb    ,DS,Disney Interactive Studios  ,Disney Interactive Studios  ,1.85m,1.33m,0.37m,N/A,0.15m,03rd Feb 09  
LEGO Star Wars III: The Clone Wars    ,Wii,LucasArts  ,Traveller's Tales  ,1.79m,1.01m,0.62m,N/A,0.15m,22nd Mar 11  
SpongeBob SquarePants: SuperSponge    ,PS,THQ  ,Climax Group  ,1.78m,1.12m,0.58m,N/A,0.08m,21st Sep 01  
The Getaway: Black Monday    ,PS2,Sony Computer Entertainment  ,Team Soho  ,1.78m,0.39m,1.01m,0.02m,0.36m,11th Jan 05  
Far Cry 5    ,XOne,Ubisoft  ,Ubisoft Montreal  ,1.78m,1.14m,0.47m,N/A,0.17m,27th Mar 18  
50 Cent: Bulletproof    ,PS2,Vivendi Games  ,Genuine  ,1.77m,0.85m,0.76m,N/A,0.16m,17th Nov 05  
State of Emergency    ,PS2,Rockstar Games  ,VIS Entertainment  ,1.76m,0.86m,0.67m,N/A,0.22m,12th Feb 02  
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures    ,GBA,THQ  ,Helixe / Altron  ,1.76m,1.26m,0.47m,N/A,0.03m,27th Feb 07  
