title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Monster Hunter 4    ,3DS,Capcom  ,Capcom  ,N/A  ,N/A  ,3.44m,N/A,N/A,3.44m,N/A,14th Sep 13  
Final Fantasy III    ,SNES,Square  ,SquareSoft  ,9.1  ,N/A  ,3.42m,0.86m,N/A,2.55m,0.02m,20th Oct 94  
The Elder Scrolls V: Skyrim Special Edition    ,PS4,Bethesda Softworks  ,Bethesda Softworks  ,8.3  ,N/A  ,3.36m,1.24m,1.50m,0.08m,0.54m,28th Oct 16  
Crisis Core: Final Fantasy VII    ,PSP,Square Enix  ,Square Enix  ,8.1  ,9.0  ,3.19m,1.35m,0.60m,0.80m,0.44m,25th Mar 08  
Dragon Quest VI: Maboroshi no Daichi    ,SNES,Enix  ,Heart Beat  ,N/A  ,N/A  ,3.19m,N/A,N/A,3.19m,0.00m,09th Dec 95  
Fallout: New Vegas    ,PS3,Bethesda Softworks  ,Obsidian Entertainment  ,8.2  ,N/A  ,3.17m,1.54m,1.04m,0.10m,0.49m,19th Oct 10  
The Elder Scrolls IV: Oblivion    ,PS3,Bethesda Softworks  ,4J Studios  ,9.3  ,N/A  ,3.12m,1.69m,0.86m,0.14m,0.44m,20th Mar 07  
Dragon Quest IV    ,NES,Enix  ,ChunSoft  ,N/A  ,N/A  ,3.12m,0.08m,N/A,3.03m,0.01m,01st Oct 92  
Bloodborne    ,PS4,Sony Computer Entertainment  ,From Software  ,8.2  ,N/A  ,3.11m,1.30m,1.05m,0.28m,0.48m,24th Mar 15  
Mass Effect 2     ,X360,Electronic Arts  ,BioWare Edmonton  ,9.5  ,8.9  ,3.10m,1.99m,0.81m,0.03m,0.27m,26th Jan 10  
Mass Effect 3    ,X360,Electronic Arts  ,BioWare  ,N/A  ,N/A  ,3.04m,1.94m,0.84m,0.03m,0.24m,06th Mar 12  
Star Wars: The Old Republic    ,PC,Electronic Arts  ,BioWare / LucasArts  ,8.4  ,N/A  ,2.97m,1.59m,1.01m,N/A,0.37m,20th Dec 11  
Mass Effect    ,X360,Microsoft Game Studios  ,BioWare Edmonton  ,9.2  ,9.1  ,2.91m,1.83m,0.79m,0.03m,0.27m,20th Nov 07  
The Elder Scrolls III: Morrowind    ,XB,Bethesda Softworks  ,Bethesda Softworks  ,8.2  ,N/A  ,2.86m,2.09m,0.63m,0.03m,0.11m,06th Jun 02  
Diablo III: Ultimate Evil Edition    ,PS4,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,2.82m,0.83m,1.48m,0.08m,0.44m,19th Aug 14  
Monster Hunter 3G    ,3DS,Capcom  ,Capcom  ,7.6  ,N/A  ,2.82m,0.46m,0.32m,1.96m,0.08m,19th Mar 13  
Dragon Quest V: Tenkuu no Hanayome    ,SNES,Enix  ,ChunSoft  ,N/A  ,N/A  ,2.79m,N/A,N/A,2.78m,0.01m,27th Sep 92  
Fable    ,XB,Microsoft Game Studios  ,Big Blue Box  ,8.6  ,N/A  ,2.66m,1.99m,0.58m,N/A,0.09m,14th Sep 04  
Final Fantasy XIII-2    ,PS3,Square Enix  ,Square Enix  ,N/A  ,N/A  ,2.66m,0.78m,0.75m,0.89m,0.23m,31st Jan 12  
Monster Hunter Freedom 2    ,PSP,Capcom  ,Capcom  ,7.6  ,N/A  ,2.58m,0.37m,0.27m,1.75m,0.18m,29th Aug 07  
Dragon Age: Origins    ,X360,Electronic Arts  ,BioWare Edmonton  ,8.5  ,N/A  ,2.56m,1.76m,0.55m,0.03m,0.22m,03rd Nov 09  
Dragon Quest II    ,NES,Enix  ,ChunSoft  ,N/A  ,N/A  ,2.56m,0.15m,N/A,2.41m,0.00m,01st Sep 90  
Yokai Watch    ,3DS,Nintendo  ,Level 5  ,7.7  ,N/A  ,2.55m,0.44m,0.68m,1.34m,0.09m,06th Nov 15  
Pokémon Colosseum    ,GC,Nintendo  ,Genius Sonority Inc.  ,7.0  ,N/A  ,2.54m,1.21m,0.57m,0.70m,0.07m,22nd Mar 04  
Dragon Warrior    ,NES,Nintendo  ,ChunSoft  ,N/A  ,N/A  ,2.52m,0.49m,N/A,0.52m,1.51m,01st Aug 89  
Marvel: Ultimate Alliance    ,X360,Activision  ,Raven Software  ,8.3  ,N/A  ,2.50m,2.29m,0.02m,N/A,0.19m,24th Oct 06  
Final Fantasy Tactics    ,PS,Sony Computer Entertainment  ,SquareSoft  ,8.8  ,N/A  ,2.45m,0.93m,0.12m,1.34m,0.06m,28th Jan 98  
Final Fantasy V    ,SNES,Square  ,SquareSoft  ,7.5  ,N/A  ,2.45m,N/A,N/A,2.43m,0.02m,06th Dec 92  
Yokai Watch Blasters: Red Cat Corps / White Dog Squad    ,3DS,Nintendo  ,Level 5  ,N/A  ,N/A  ,2.44m,0.07m,0.05m,2.30m,0.01m,07th Sep 18  
Dark Souls III    ,PS4,Namco Bandai Games  ,From Software  ,N/A  ,N/A  ,2.42m,1.00m,0.63m,0.44m,0.34m,12th Apr 16  
Paper Mario: Sticker Star    ,3DS,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,2.41m,1.12m,0.49m,0.64m,0.15m,11th Nov 12  
Guild Wars 2    ,PC,NCSoft  ,ArenaNet  ,N/A  ,N/A  ,2.37m,1.01m,1.11m,N/A,0.25m,28th Aug 12  
Dragon Quest Monsters    ,GB,Eidos Interactive  ,TOSE  ,N/A  ,N/A  ,2.35m,N/A,N/A,2.34m,0.01m,31st Dec 99  
Dragon Age: Inquisition    ,PS4,Electronic Arts  ,BioWare Edmonton  ,N/A  ,N/A  ,2.34m,1.07m,0.80m,0.08m,0.38m,18th Nov 14  
Mario & Luigi: Dream Team    ,3DS,Nintendo  ,AlphaDream Corporation  ,8.0  ,N/A  ,2.33m,0.95m,0.75m,0.47m,0.16m,11th Aug 13  
Chrono Trigger    ,SNES,Square  ,SquareSoft  ,8.8  ,N/A  ,2.31m,0.28m,N/A,2.02m,0.01m,27th Sep 95  
Pokémon Ranger: Shadows of Almia    ,DS,Nintendo  ,HAL Laboratory  ,6.7  ,N/A  ,2.28m,0.94m,0.54m,0.62m,0.18m,10th Nov 08  
Paper Mario: The Thousand-Year Door    ,GC,Nintendo  ,Intelligent Systems  ,9.0  ,N/A  ,2.25m,1.48m,0.25m,0.46m,0.06m,11th Oct 04  
Monster Hunter Tri    ,Wii,Capcom  ,Capcom Production Studio 1  ,8.1  ,10.0  ,2.23m,0.65m,0.41m,1.05m,0.11m,20th Apr 10  
Final Fantasy XIII    ,X360,Square Enix  ,Square Enix  ,8.1  ,N/A  ,2.19m,1.30m,0.67m,0.01m,0.21m,09th Mar 10  
Star Wars: Knights of the Old Republic    ,XB,LucasArts  ,BioWare Corp.  ,9.4  ,10.0  ,2.19m,1.68m,0.44m,N/A,0.08m,17th Jul 03  
Yu-Gi-Oh: Duel Monsters 4    ,GB,Konami  ,Konami  ,N/A  ,N/A  ,2.18m,N/A,N/A,2.17m,0.01m,07th Dec 00  
Mario & Luigi: Superstar Saga    ,GBA,Nintendo  ,AlphaDream Corporation  ,8.8  ,N/A  ,2.17m,1.48m,0.17m,0.47m,0.06m,17th Nov 03  
Pokémon Ranger    ,DS,Nintendo  ,HAL Laboratory  ,6.6  ,N/A  ,2.15m,1.28m,0.03m,0.73m,0.12m,30th Oct 06  
Super Mario RPG: Legend of the Seven Stars    ,SNES,Nintendo  ,SquareSoft  ,N/A  ,N/A  ,2.14m,0.66m,N/A,1.45m,0.03m,13th May 96  
Parasite Eve    ,PS,Square EA  ,SquareSoft  ,7.9  ,N/A  ,2.10m,0.94m,0.07m,1.05m,0.04m,09th Sep 98  
Fire Emblem: Awakening    ,3DS,Nintendo  ,Intelligent Systems  ,9.0  ,N/A  ,2.10m,0.90m,0.50m,0.56m,0.14m,04th Feb 13  
Final Fantasy III    ,DS,Square Enix  ,Matrix Software  ,7.4  ,N/A  ,2.08m,0.89m,0.04m,1.07m,0.09m,14th Nov 06  
Kingdom Hearts: Birth by Sleep    ,PSP,Square Enix  ,Square Enix  ,7.9  ,N/A  ,2.08m,0.63m,0.42m,0.75m,0.27m,07th Sep 10  
Pokémon Mystery Dungeon: Red Rescue Team    ,GBA,Nintendo  ,ChunSoft  ,N/A  ,N/A  ,2.06m,0.71m,0.52m,0.74m,0.08m,18th Sep 06  
Dark Souls    ,PS3,Namco Bandai  ,From Software  ,9.0  ,N/A  ,2.05m,0.75m,0.53m,0.54m,0.22m,04th Oct 11  
Dragon Quest XI: Echoes of an Elusive Age    ,PS4,Square Enix  ,Square Enix  ,9.5  ,N/A  ,2.04m,0.29m,0.22m,1.43m,0.10m,04th Sep 18  
Pokémon Mystery Dungeon: Blue Rescue Team    ,DS,Nintendo  ,ChunSoft  ,6.3  ,N/A  ,2.03m,1.15m,0.05m,0.83m,N/A,18th Sep 06  
Kingdom Hearts 358/2 Days    ,DS,Square Enix  ,High Horse Entertainment  ,7.5  ,N/A  ,1.99m,1.06m,0.26m,0.53m,0.13m,29th Sep 09  
 Fire Emblem Fates    ,3DS,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,1.98m,0.99m,0.31m,0.53m,0.14m,19th Feb 16  
X-Men Legends    ,PS2,Activision  ,Raven Software  ,8.6  ,N/A  ,1.93m,1.00m,0.72m,N/A,0.21m,21st Sep 04  
Yu-Gi-Oh! Forbidden Memories    ,PS,Konami  ,KCEJ  ,7.0  ,N/A  ,1.88m,1.37m,0.44m,N/A,0.08m,20th Mar 02  
The Legend of Dragoon    ,PS,Sony Computer Entertainment  ,SCEI  ,7.8  ,6.5  ,1.86m,0.94m,0.44m,0.39m,0.10m,11th Jun 00  
Chrono Cross    ,PS,Square EA  ,SquareSoft  ,9.7  ,9.5  ,1.86m,0.62m,0.42m,0.69m,0.12m,15th Aug 00  
Kingdom Hearts: Chain of Memories    ,GBA,Square Enix  ,Jupiter Corporation  ,7.4  ,N/A  ,1.85m,1.26m,0.18m,0.35m,0.06m,07th Dec 04  
Secret of Mana    ,SNES,Square  ,SquareSoft  ,9.1  ,N/A  ,1.83m,0.25m,0.07m,1.49m,0.02m,03rd Oct 93  
The Elder Scrolls V: Skyrim Special Edition    ,XOne,Bethesda Softworks  ,Bethesda Softworks  ,8.1  ,N/A  ,1.83m,1.13m,0.53m,N/A,0.17m,28th Oct 16  
Demon's Souls    ,PS3,Atlus  ,From Software  ,9.1  ,9.5  ,1.83m,0.97m,0.34m,0.35m,0.17m,06th Oct 09  
Dragon Quest XI    ,3DS,Square Enix  ,Square Enix  ,N/A  ,N/A  ,1.82m,N/A,N/A,1.82m,N/A,29th Jul 17  
Final Fantasy II    ,SNES,Square  ,Square  ,10.0  ,N/A  ,1.77m,0.24m,0.09m,1.33m,0.12m,23rd Nov 91  
Dragon Quest Monsters: Joker    ,DS,Square Enix  ,TOSE Software  ,7.6  ,N/A  ,1.77m,0.23m,0.03m,1.49m,0.02m,06th Nov 07  
Dragon's Dogma    ,PS3,Capcom  ,Capcom  ,N/A  ,N/A  ,1.76m,0.41m,0.48m,0.72m,0.16m,22nd May 12  
Golden Sun    ,GBA,Nintendo  ,Camelot Software Planning  ,9.1  ,N/A  ,1.76m,0.93m,0.38m,0.40m,0.06m,11th Nov 01  
Kingdom Hearts HD I.5 + II.5 ReMIX    ,PS4,Square Enix  ,Square Enix  ,N/A  ,N/A  ,1.75m,0.75m,0.51m,0.23m,0.26m,28th Mar 17  
Xenosaga Episode I: Der Wille zur Macht    ,PS2,Namco  ,Monolith Soft  ,8.7  ,N/A  ,1.74m,0.63m,0.49m,0.45m,0.17m,26th Feb 03  
The Witcher 3: Wild Hunt    ,XOne,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,N/A  ,N/A  ,1.74m,0.97m,0.61m,0.01m,0.15m,19th May 15  
Dragon Quest VI: Realms of Revelation    ,DS,Nintendo  ,ArtePiazza  ,7.6  ,N/A  ,1.73m,0.20m,0.15m,1.35m,0.03m,14th Feb 11  
Star Ocean: Till The End of Time    ,PS2,Square Enix  ,tri-Ace  ,7.8  ,N/A  ,1.72m,0.80m,0.21m,0.55m,0.15m,31st Aug 04  
NieR: Automata    ,PS4,Square Enix  ,PlatinumGames  ,N/A  ,N/A  ,1.71m,0.56m,0.51m,0.42m,0.22m,07th Mar 17  
Dragon Ball Z: The Legacy of Goku    ,GBA,Infogrames  ,Webfoot Technologies  ,6.5  ,N/A  ,1.69m,1.52m,0.12m,N/A,0.05m,14th May 02  
Dragon Age: Origins    ,PS3,Electronic Arts  ,BioWare Edmonton  ,8.7  ,N/A  ,1.67m,0.96m,0.42m,0.08m,0.21m,03rd Nov 09  
Dragon Quest V: Tenkuu no Hanayome     ,PS2,Enix  ,Matrix Software  ,N/A  ,N/A  ,1.65m,N/A,N/A,1.65m,N/A,25th Mar 04  
Persona 5    ,PS4,Atlus  ,Atlus  ,N/A  ,N/A  ,1.64m,0.62m,0.34m,0.48m,0.20m,04th Apr 17  
Dragon Quest IV: Chapters of the Chosen    ,DS,Square Enix  ,ArtePiazza  ,8.1  ,8.0  ,1.62m,0.30m,0.02m,1.27m,0.03m,16th Sep 08  
Dragon Quest VII: Fragments of the Forgotten Past    ,3DS,Nintendo  ,ArtePiazza  ,N/A  ,N/A  ,1.61m,0.13m,0.13m,1.31m,0.02m,16th Sep 16  
Kingdom Hearts 3D: Dream Drop Distance    ,3DS,Square Enix  ,Square Enix  ,7.5  ,N/A  ,1.60m,0.88m,0.27m,0.34m,0.10m,31st Jul 12  
Diablo    ,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7  ,N/A  ,1.59m,0.01m,1.58m,N/A,N/A,30th Nov 96  
Pokémon Battle Revolution    ,Wii,Nintendo  ,Genius Sonority Inc.  ,5.2  ,N/A  ,1.59m,0.78m,0.37m,0.30m,0.13m,25th Jun 07  
Dragon Quest V: Hand of the Heavenly Bride    ,DS,Square Enix  ,ArtePiazza  ,8.6  ,N/A  ,1.57m,0.17m,0.02m,1.36m,0.02m,17th Feb 09  
Pokémon Mystery Dungeon: Explorers of Sky    ,DS,Nintendo  ,ChunSoft  ,5.7  ,N/A  ,1.56m,0.57m,0.43m,0.44m,0.12m,12th Oct 09  
Dragon Quest Monsters 2: Cobi's Journey    ,GB,Enix  ,TOSE Software  ,N/A  ,N/A  ,1.56m,N/A,N/A,1.56m,0.00m,15th Sep 01  
Ni no Kuni: Wrath of the White Witch    ,PS3,Namco Bandai Games  ,Level 5/Studio Ghibli  ,N/A  ,N/A  ,1.54m,0.60m,0.51m,0.21m,0.22m,22nd Jan 13  
Dark Cloud    ,PS2,Sony Computer Entertainment  ,Level 5  ,8.2  ,N/A  ,1.54m,0.83m,0.44m,0.08m,0.19m,28th May 01  
Yokai Watch 3: Sushi / Tempura / Sukiyaki    ,3DS,Level 5  ,Level 5  ,N/A  ,N/A  ,1.53m,N/A,0.03m,1.50m,0.00m,16th Jul 16  
Mass Effect: Andromeda    ,PS4,Electronic Arts  ,BioWare Corp.  ,N/A  ,N/A  ,1.49m,0.58m,0.67m,N/A,0.25m,21st Mar 17  
Final Fantasy: Crystal Chronicles    ,GC,Nintendo  ,Square Enix  ,7.7  ,7.5  ,1.49m,0.72m,0.38m,0.36m,0.04m,09th Feb 04  
Xenogears    ,PS,Square  ,SquareSoft  ,7.8  ,N/A  ,1.46m,0.29m,0.19m,0.89m,0.10m,20th Oct 98  
Mass Effect 3    ,PS3,Electronic Arts  ,BioWare  ,N/A  ,N/A  ,1.46m,0.65m,0.58m,0.03m,0.20m,06th Mar 12  
Mass Effect 2    ,PS3,Electronic Arts  ,BioWare Edmonton  ,9.3  ,N/A  ,1.46m,0.78m,0.46m,0.03m,0.18m,18th Jan 11  
South Park: The Fractured But Whole    ,PS4,Ubisoft  ,Ubisoft San Francisco  ,N/A  ,N/A  ,1.43m,0.62m,0.57m,N/A,0.24m,17th Oct 17  
Dragon Quest Monsters: Joker 2    ,DS,Nintendo  ,TOSE Software  ,8.1  ,N/A  ,1.42m,0.09m,0.07m,1.24m,0.02m,19th Sep 11  
Bravely Default: Flying Fairy    ,3DS,Nintendo  ,Square Enix  ,8.2  ,N/A  ,1.41m,0.50m,0.34m,0.49m,0.08m,07th Feb 14  
Pokémon Super Mystery Dungeon    ,3DS,Nintendo  ,ChunSoft  ,7.7  ,N/A  ,1.41m,0.51m,0.46m,0.35m,0.09m,20th Nov 15  
Xenoblade Chronicles 2    ,NS,Nintendo  ,Monolith Soft  ,8.2  ,N/A  ,1.40m,0.55m,0.52m,0.24m,0.10m,01st Dec 17  
Inazuma Eleven 2: Blizzard / Firestorm    ,DS,Level 5  ,Level 5  ,N/A  ,N/A  ,1.40m,N/A,0.20m,1.18m,0.02m,09th Oct 09  
Final Fantasy III    ,NES,Square  ,Square  ,N/A  ,N/A  ,1.40m,N/A,N/A,1.39m,0.01m,27th Apr 90  
Fallout 4    ,PC,Bethesda Softworks  ,Bethesda Game Studios  ,9.0  ,N/A  ,1.40m,0.57m,0.72m,N/A,0.11m,10th Nov 15  
Paper Mario    ,N64,Nintendo  ,Intelligent Systems  ,9.1  ,N/A  ,1.38m,0.58m,0.18m,0.59m,0.02m,05th Feb 01  
Final Fantasy XII: Revenant Wings    ,DS,Square Enix  ,Square Enix / Think and Feel Inc.  ,8.2  ,N/A  ,1.37m,0.33m,0.41m,0.54m,0.10m,20th Nov 07  
Star Wars Knights of the Old Republic II: The Sith Lords    ,XB,LucasArts  ,Obsidian Entertainment  ,N/A  ,9.3  ,1.37m,0.99m,0.33m,N/A,0.05m,06th Dec 04  
Dragon Quest III: Soshite Densetsu e...    ,SNES,Enix  ,Heart Beat  ,N/A  ,N/A  ,1.36m,N/A,N/A,1.36m,0.00m,06th Dec 96  
SaGa Frontier    ,PS,Sony Computer Entertainment  ,SquareSoft  ,8.0  ,N/A  ,1.35m,0.15m,0.04m,1.07m,0.09m,31st Mar 98  
Monster Hunter Freedom    ,PSP,Capcom  ,Capcom  ,7.0  ,N/A  ,1.34m,0.24m,0.04m,1.03m,0.04m,23rd May 06  
Chrono Trigger    ,DS,Square Enix  ,Square Enix  ,9.2  ,N/A  ,1.34m,0.61m,0.17m,0.49m,0.08m,25th Nov 08  
Fallout 76    ,PS4,Bethesda Softworks  ,Bethesda Game Studios  ,5.1  ,N/A  ,1.32m,0.52m,0.49m,0.10m,0.20m,14th Nov 18  
Mega Man Battle Network 4: Red Sun / Blue Moon    ,GBA,Capcom  ,Capcom  ,N/A  ,N/A  ,1.32m,0.31m,0.04m,0.96m,0.01m,29th Jun 04  
Pokémon Mystery Dungeon: Gates to Infinity    ,3DS,Nintendo  ,Spike Chunsoft  ,5.9  ,N/A  ,1.31m,0.44m,0.32m,0.47m,0.07m,24th Mar 13  
Yu-Gi-Oh! The Sacred Cards    ,GBA,Konami  ,Konami  ,N/A  ,N/A  ,1.30m,0.94m,0.35m,N/A,0.02m,04th Nov 03  
Final Fantasy X / X-2 HD Remaster    ,PS3,Square Enix  ,Square Enix  ,N/A  ,N/A  ,1.30m,0.43m,0.39m,0.32m,0.16m,18th Mar 14  
Pokémon Ranger: Guardian Signs    ,DS,Nintendo  ,Creatures Inc.  ,6.5  ,N/A  ,1.30m,0.50m,0.17m,0.58m,0.05m,04th Oct 10  
Romancing SaGa 3    ,SNES,Square  ,SquareSoft  ,N/A  ,N/A  ,1.30m,N/A,N/A,1.29m,0.01m,11th Nov 95  
